tenure,MonthlyCharges,Dependents_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,InternetService_Fiber optic,InternetService_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes
-0.7919281727750377,-0.32529183437382436,False,False,True,False,False,False,False,False,False,False,True,True,False,False
0.47344468024027886,-1.4833442824577405,True,True,False,True,False,False,True,True,False,True,False,True,False,True
-0.7102912145159851,-0.4606486140199963,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.4326262011107525,0.9831570355391718,False,False,False,False,True,True,False,False,False,False,True,False,False,True
-0.09801402757308993,1.1886988120389146,False,False,False,False,False,True,False,False,True,False,False,False,False,False
-0.4245618606093007,1.1953830974535407,False,False,False,False,True,True,False,False,False,False,False,False,False,True
0.6367185967583842,1.4443727291483504,False,False,False,False,True,True,False,False,True,False,False,False,True,True
1.2898142628308056,0.9931834636611103,False,False,True,False,False,True,False,False,True,False,False,False,True,True
-1.2001129640703012,-0.016143633947381872,False,False,True,False,False,False,False,False,False,False,True,False,False,True
-0.5061988188683534,0.2144642128572072,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1.57554361673749,1.482807370282449,False,False,False,False,True,True,False,False,True,False,True,False,True,False
0.06525988894501543,-0.017814705301038698,False,False,True,False,True,False,False,False,False,False,False,True,False,False
-1.2817499223293538,0.49520420027149015,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1.5347251376079638,0.45008527372276586,True,False,True,False,True,False,False,False,True,False,True,True,False,False
1.3714512210898584,1.536281653599455,False,False,False,False,True,True,False,False,True,False,True,True,False,True
0.3101707637221735,1.1469220281975037,False,False,False,False,True,True,False,False,False,False,True,True,False,True
-0.05719554844356359,1.3190423776241171,False,False,True,False,True,True,False,False,False,False,False,False,False,False
0.26935228459264715,-1.4766599970431147,False,True,False,True,False,False,True,True,False,True,False,False,True,False
-0.6286542562569324,-1.5284632090064645,False,True,False,True,False,False,True,True,False,True,False,False,True,False
1.1265403463127004,1.212093810990105,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0.3101707637221735,-0.8550214534829174,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1.0857218671831739,0.4784934867349257,False,False,False,False,True,True,False,False,False,False,False,False,True,True
-0.4245618606093007,0.4784934867349257,False,False,True,False,False,False,False,False,False,False,True,False,False,True
-1.0368390475521958,-1.4850153538113968,True,True,False,True,False,False,True,True,False,True,False,False,False,False
-1.2001129640703012,-1.5084103527625872,False,True,False,True,False,False,True,True,False,True,False,False,False,False
1.57554361673749,0.47348027267395615,False,False,False,False,True,True,False,False,False,False,False,True,False,True
-0.4245618606093007,-0.3486868333250145,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1.57554361673749,0.8344316850637481,False,False,True,False,True,False,False,False,True,False,True,False,True,False
0.3509892428516998,-0.4522932572517141,False,False,False,False,False,False,False,False,True,False,False,True,False,True
-1.2817499223293538,-1.5201078522381823,False,True,False,True,False,False,True,True,False,True,False,False,False,False
-1.2817499223293538,-0.6411243202148923,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1.208177304571753,1.6933623608431607,True,False,True,False,True,True,False,False,True,False,True,False,True,False
1.4122697002193847,0.5503495549421525,True,False,True,False,True,False,False,False,True,False,False,False,True,False
1.6163620958670164,1.0967898875878102,False,False,False,False,True,True,False,False,False,False,False,False,True,True
0.8816294715355423,1.4410305864410378,False,False,True,False,True,True,False,False,False,False,True,False,True,True
1.2489957837012793,0.8411159704783739,False,False,False,False,False,True,False,False,True,False,True,True,False,True
-1.077657526681722,-0.33531826249576296,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.963266429794595,1.1669748844413808,True,False,False,False,False,True,False,False,True,False,False,True,False,True
0.8408109924060159,0.16098992954020117,True,False,True,False,True,False,False,False,False,False,True,False,True,True
1.453088179348911,1.0098941771976748,True,False,True,False,True,True,False,False,False,False,True,False,True,False
0.5550816384993316,0.4784934867349257,False,False,True,False,False,False,False,False,True,False,False,False,True,False
-0.8327466519045641,-1.5334764230674338,True,True,False,True,False,False,True,True,False,True,False,False,False,False
1.5347251376079638,-1.319579289799409,True,True,False,True,False,False,True,True,False,True,False,False,True,False
-1.2817499223293538,-0.6829011040563034,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.465380339738827,0.30637313730831167,True,False,False,False,True,True,False,False,False,False,False,False,False,True
0.10607836807454178,-1.319579289799409,True,True,False,True,False,False,True,True,False,True,False,False,True,True
-1.2817499223293538,-0.6595061051051133,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.47344468024027886,-1.5167657095308695,False,True,False,True,False,False,True,True,False,True,False,True,False,False
-1.077657526681722,0.5319677700519317,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1.57554361673749,-1.3413032173969428,False,True,False,True,False,False,True,True,False,True,False,False,True,False
-0.6694727353864587,0.1693452863084834,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0.8816294715355423,1.175330241209663,False,False,True,False,True,True,False,False,False,False,False,True,False,True
-1.0368390475521958,-0.6895853894709293,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.5061988188683534,1.4092802307215653,False,False,False,False,True,True,False,False,False,False,True,False,False,False
-0.7919281727750377,-1.5184367808845258,False,True,False,True,False,False,True,True,False,True,False,False,False,False
-1.2817499223293538,-1.5384896371284031,False,True,False,True,False,False,True,True,False,True,False,False,False,True
0.5550816384993316,0.14093707329632355,False,False,False,False,False,False,False,False,True,False,True,True,False,True
-1.2817499223293538,-0.353700047385984,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-0.9960205684226694,0.06072564832081449,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0.5550816384993316,1.5078734405872956,False,False,True,False,True,True,False,False,True,False,False,True,False,True
-0.26128794409119527,1.1185138151853438,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0.4326262011107525,-1.5117524954699002,False,True,False,True,False,False,True,True,False,True,False,False,True,True
0.4326262011107525,0.46512491590567395,False,False,True,False,False,False,False,False,True,False,True,False,True,True
-1.0368390475521958,-0.6728746759343648,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.1592944849407747,0.34982099250337917,False,False,True,False,False,True,False,False,False,False,False,False,False,False
-0.4245618606093007,0.814378828819871,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1.4122697002193847,0.9848281068928282,True,False,True,False,False,True,False,False,False,False,True,True,False,True
-1.2817499223293538,0.1509635014182626,False,False,False,False,False,True,False,False,False,False,False,False,False,True
-0.6286542562569324,0.9681173933562637,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0.7999925132764896,-1.3128950043847831,True,True,False,True,False,False,True,True,False,True,False,False,True,False
-1.2001129640703012,-0.9502725206413346,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.5470172979978797,-0.6645193191660826,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.9552020892931431,-1.4916996392260227,True,True,False,True,False,False,True,True,False,True,False,True,False,False
0.024441409815489094,-1.4800021397504275,True,True,False,True,False,False,True,True,False,True,False,True,False,False
-1.2817499223293538,-0.6728746759343648,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.10607836807454178,-1.2928421481409058,False,True,False,True,False,False,True,True,False,True,False,True,False,False
1.4122697002193847,0.20109564202795593,False,False,True,False,True,False,False,False,True,False,True,False,True,False
0.9224479506650686,0.6873774059419813,False,False,False,False,True,True,False,False,True,False,False,False,False,True
0.3101707637221735,-1.4800021397504275,False,True,False,True,False,False,True,True,False,True,False,False,True,True
1.57554361673749,-0.02784113342297727,True,False,True,False,True,False,False,False,True,False,True,False,True,False
0.5959001176288579,-0.35537111873964033,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0.39180772198122615,-1.4883574965187099,False,True,False,True,False,False,True,True,False,True,False,False,False,False
-0.17965098583214262,-0.1631979130691492,True,False,False,False,True,False,False,False,True,False,True,True,False,True
-0.8327466519045641,-0.7096382457148067,False,False,False,False,False,False,False,False,True,False,True,False,False,True
1.4939066584784373,-0.6996118175928678,True,False,True,False,False,False,False,False,True,False,False,False,True,True
1.2489957837012793,-1.5284632090064645,True,True,False,True,False,False,True,True,False,True,False,False,True,True
